Pclass,Sex,Age,SibSp,Parch,Fare
3.0,1.0,10.0,4.0,1.0,29.125
3.0,1.0,35.0,0.0,0.0,7.8958
3.0,1.0,25.0,0.0,0.0,7.65
3.0,1.0,24.060179420464195,1.0,0.0,16.1
1.0,0.0,36.0,0.0,0.0,262.375
3.0,1.0,17.0,0.0,0.0,7.8958
2.0,1.0,32.0,0.0,0.0,13.5
3.0,1.0,18.0,0.0,0.0,7.75
3.0,0.0,22.0,0.0,0.0,7.725
1.0,1.0,13.0,2.0,2.0,262.375
2.0,0.0,30.75078928552474,0.0,0.0,21.0
3.0,0.0,18.0,0.0,0.0,7.8792
1.0,1.0,47.0,0.0,0.0,42.4
1.0,1.0,31.0,0.0,0.0,28.5375
1.0,0.0,60.0,1.0,4.0,263.0
3.0,0.0,24.0,0.0,0.0,7.75
3.0,1.0,21.0,0.0,0.0,7.8958
3.0,0.0,29.0,0.0,0.0,7.925
1.0,1.0,28.5,0.0,0.0,27.7208
1.0,0.0,35.0,0.0,0.0,211.5
1.0,1.0,32.5,0.0,0.0,211.5
3.0,1.0,25.177010008500975,0.0,0.0,8.05
1.0,0.0,55.0,2.0,0.0,25.7
2.0,1.0,30.0,0.0,0.0,13.0
3.0,0.0,24.0,0.0,0.0,7.75
3.0,1.0,6.0,1.0,1.0,15.2458
1.0,1.0,67.0,1.0,0.0,221.7792
1.0,1.0,49.0,0.0,0.0,26.0
3.0,1.0,25.172067883040228,0.0,0.0,7.8958
2.0,1.0,31.85779163523776,0.0,0.0,10.7083
3.0,1.0,24.007431365449303,1.0,0.0,14.4542
3.0,0.0,27.0,0.0,0.0,7.8792
3.0,0.0,18.0,0.0,0.0,8.05
3.0,0.0,23.73054261181918,0.0,0.0,7.75
2.0,1.0,2.0,1.0,1.0,23.0
3.0,0.0,22.0,1.0,0.0,13.9
3.0,1.0,25.16819623092831,0.0,0.0,7.775
1.0,0.0,27.0,1.0,2.0,52.0
3.0,1.0,25.177010008500975,0.0,0.0,8.05
1.0,1.0,25.0,0.0,0.0,26.0
3.0,1.0,25.0,0.0,0.0,7.7958
1.0,0.0,76.0,1.0,0.0,78.85
3.0,1.0,29.0,0.0,0.0,7.925
3.0,0.0,20.0,0.0,0.0,7.8542
3.0,1.0,33.0,0.0,0.0,8.05
1.0,0.0,43.0,1.0,0.0,55.4417
2.0,1.0,27.0,1.0,0.0,26.0
3.0,1.0,25.1673949784217,0.0,0.0,7.75
3.0,1.0,26.0,0.0,0.0,7.775
3.0,0.0,16.0,1.0,1.0,8.5167
3.0,1.0,28.0,0.0,0.0,22.525
3.0,1.0,21.0,0.0,0.0,7.8208
3.0,1.0,25.1673949784217,0.0,0.0,7.75
3.0,1.0,25.198243199926036,0.0,0.0,8.7125
2.0,1.0,18.5,0.0,0.0,13.0
2.0,1.0,41.0,0.0,0.0,15.0458
3.0,0.0,23.731478474746893,0.0,0.0,7.7792
1.0,0.0,36.0,0.0,0.0,31.6792
3.0,0.0,18.5,0.0,0.0,7.2833
1.0,0.0,63.0,1.0,0.0,221.7792
3.0,1.0,18.0,1.0,0.0,14.4542
3.0,1.0,25.125329221824884,0.0,0.0,6.4375
3.0,0.0,1.0,1.0,1.0,16.7
1.0,1.0,36.0,0.0,0.0,75.2417
2.0,0.0,29.0,1.0,0.0,26.0
2.0,0.0,12.0,0.0,0.0,15.75
3.0,1.0,23.79256108325777,1.0,0.0,7.75
1.0,0.0,35.0,1.0,0.0,57.75
3.0,1.0,28.0,0.0,0.0,7.25
3.0,1.0,25.1673949784217,0.0,0.0,7.75
3.0,0.0,17.0,0.0,1.0,16.1
3.0,1.0,22.0,0.0,0.0,7.7958
3.0,0.0,21.477651375587076,2.0,0.0,23.25
2.0,1.0,42.0,0.0,0.0,13.0
3.0,1.0,24.0,0.0,0.0,8.05
3.0,1.0,32.0,0.0,0.0,8.05
1.0,1.0,53.0,0.0,0.0,28.5
3.0,0.0,20.403909212609122,0.0,4.0,25.4667
3.0,1.0,23.750495326660953,1.0,0.0,6.4375
3.0,1.0,43.0,0.0,0.0,7.8958
3.0,1.0,24.0,0.0,0.0,7.8542
3.0,1.0,26.5,0.0,0.0,7.225
2.0,1.0,26.0,0.0,0.0,13.0
3.0,0.0,23.0,0.0,0.0,8.05
3.0,1.0,40.0,1.0,6.0,46.9
3.0,0.0,10.0,5.0,2.0,46.9
1.0,0.0,33.0,0.0,0.0,151.55
1.0,1.0,61.0,1.0,3.0,262.375
2.0,1.0,28.0,0.0,0.0,26.0
1.0,1.0,42.0,0.0,0.0,26.55
3.0,1.0,31.0,3.0,0.0,18.0
1.0,1.0,39.77237071673679,0.0,0.0,51.8625
3.0,1.0,22.0,0.0,0.0,8.05
1.0,1.0,38.961102553798156,0.0,0.0,26.55
2.0,1.0,30.0,1.0,1.0,26.0
1.0,0.0,23.0,0.0,1.0,83.1583
3.0,1.0,25.172067883040228,0.0,0.0,7.8958
3.0,1.0,60.5,0.0,0.0,14.136211707489224
3.0,0.0,36.0,0.0,2.0,12.1833
3.0,1.0,13.0,4.0,2.0,31.3875
3.0,1.0,24.0,0.0,0.0,7.55
1.0,0.0,29.0,0.0,0.0,221.7792
3.0,0.0,23.0,0.0,0.0,7.8542
1.0,1.0,42.0,0.0,0.0,26.55
3.0,0.0,26.0,0.0,2.0,13.775
3.0,0.0,23.730007375144766,0.0,0.0,7.7333
3.0,1.0,7.0,1.0,1.0,15.2458
2.0,0.0,26.0,0.0,0.0,13.5
3.0,1.0,25.14335740322352,0.0,0.0,7.0
2.0,1.0,41.0,0.0,0.0,13.0
3.0,0.0,26.0,1.0,1.0,22.025
1.0,1.0,48.0,0.0,0.0,50.4958
3.0,1.0,18.0,2.0,2.0,34.375
1.0,0.0,37.56177444458501,0.0,0.0,27.7208
3.0,0.0,22.0,0.0,0.0,8.9625
3.0,1.0,25.160984958368854,0.0,0.0,7.55
3.0,1.0,27.0,0.0,0.0,7.225
3.0,1.0,23.0,1.0,0.0,13.9
3.0,1.0,25.150703286204084,0.0,0.0,7.2292
3.0,1.0,40.0,1.0,5.0,31.3875
2.0,0.0,15.0,0.0,2.0,39.0
2.0,0.0,20.0,0.0,0.0,36.75
1.0,1.0,54.0,1.0,0.0,55.4417
2.0,0.0,36.0,0.0,3.0,39.0
1.0,0.0,64.0,0.0,2.0,83.1583
2.0,1.0,30.0,0.0,0.0,13.0
1.0,1.0,37.0,1.0,1.0,83.1583
1.0,0.0,18.0,1.0,0.0,53.1
3.0,1.0,25.1673949784217,0.0,0.0,7.75
1.0,0.0,27.0,1.0,1.0,247.5208
2.0,1.0,40.0,0.0,0.0,16.0
2.0,0.0,21.0,0.0,1.0,21.0
3.0,1.0,17.0,2.0,0.0,8.05
3.0,0.0,12.76533994155714,8.0,2.0,69.55
2.0,1.0,40.0,0.0,0.0,13.0
2.0,1.0,34.0,1.0,0.0,26.0
1.0,1.0,38.943474998652825,0.0,0.0,26.0
3.0,1.0,11.5,1.0,1.0,14.5
2.0,1.0,61.0,0.0,0.0,12.35
2.0,1.0,8.0,0.0,2.0,32.5
3.0,1.0,33.0,0.0,0.0,7.8542
1.0,1.0,6.0,0.0,2.0,134.5
3.0,0.0,18.0,0.0,0.0,7.775
2.0,1.0,23.0,0.0,0.0,10.5
3.0,0.0,23.74216077316497,0.0,0.0,8.1125
3.0,0.0,23.97893088886706,0.0,0.0,15.5
3.0,1.0,0.33,0.0,2.0,14.4
1.0,1.0,47.0,1.0,0.0,227.525
2.0,0.0,8.0,1.0,1.0,26.0
2.0,1.0,25.0,0.0,0.0,10.5
1.0,1.0,38.93519645775457,0.0,0.0,25.7417
3.0,0.0,35.0,0.0,0.0,7.75
2.0,1.0,24.0,0.0,0.0,10.5
1.0,0.0,33.0,0.0,0.0,27.7208
3.0,1.0,25.0,0.0,0.0,7.8958
3.0,1.0,32.0,0.0,0.0,22.525
3.0,1.0,25.144959908236732,0.0,0.0,7.05
2.0,1.0,17.0,0.0,0.0,73.5
2.0,0.0,60.0,1.0,0.0,26.0
3.0,0.0,38.0,4.0,2.0,7.775
1.0,1.0,42.0,0.0,0.0,42.5
3.0,0.0,23.73468348477332,0.0,0.0,7.8792
1.0,1.0,57.0,1.0,1.0,164.8667
1.0,0.0,50.0,1.0,1.0,211.5
3.0,1.0,25.177010008500975,0.0,0.0,8.05
2.0,0.0,30.0,1.0,0.0,13.8583
3.0,1.0,21.0,0.0,0.0,8.05
2.0,0.0,22.0,0.0,0.0,10.5
3.0,1.0,21.0,0.0,0.0,7.7958
1.0,0.0,53.0,0.0,0.0,27.4458
3.0,0.0,22.023556048099106,0.0,2.0,15.2458
3.0,1.0,23.0,0.0,0.0,7.7958
3.0,0.0,23.73054261181918,0.0,0.0,7.75
3.0,1.0,40.5,0.0,0.0,15.1
2.0,1.0,36.0,0.0,0.0,13.0
2.0,1.0,14.0,0.0,0.0,65.0
1.0,0.0,21.0,0.0,0.0,26.55
3.0,1.0,21.0,1.0,0.0,6.4958
3.0,1.0,25.171535851375843,0.0,0.0,7.8792
1.0,1.0,39.0,1.0,0.0,71.2833
3.0,1.0,20.0,0.0,0.0,7.8542
1.0,1.0,64.0,1.0,0.0,75.25
3.0,1.0,20.0,0.0,0.0,7.225
2.0,0.0,18.0,1.0,1.0,13.0
1.0,0.0,48.0,1.0,0.0,106.425
1.0,0.0,55.0,0.0,0.0,27.7208
2.0,0.0,45.0,0.0,2.0,30.0
1.0,1.0,45.0,1.0,1.0,134.5
3.0,1.0,25.171801867208035,0.0,0.0,7.8875
3.0,1.0,22.348519952125596,1.0,2.0,23.45
1.0,1.0,41.0,1.0,0.0,51.8625
2.0,0.0,22.0,0.0,0.0,21.0
2.0,1.0,42.0,1.0,1.0,32.5
2.0,0.0,29.0,1.0,0.0,26.0
3.0,0.0,22.570578998846784,1.0,0.0,14.4542
2.0,0.0,0.92,1.0,2.0,27.75
3.0,1.0,20.0,0.0,0.0,7.925
1.0,1.0,27.0,1.0,0.0,136.7792
3.0,1.0,24.0,0.0,0.0,9.325
3.0,1.0,32.5,0.0,0.0,9.5
3.0,1.0,25.160984958368854,0.0,0.0,7.55
3.0,1.0,25.1673949784217,0.0,0.0,7.75
3.0,1.0,28.0,0.0,0.0,8.05
2.0,0.0,19.0,0.0,0.0,13.0
3.0,1.0,21.0,0.0,0.0,7.775
3.0,1.0,36.5,1.0,0.0,17.4
3.0,1.0,21.0,0.0,0.0,7.8542
2.0,0.0,29.0,0.0,2.0,23.0
3.0,0.0,1.0,1.0,1.0,12.1833
2.0,1.0,30.0,0.0,0.0,12.7375
3.0,1.0,25.172067883040228,0.0,0.0,7.8958
1.0,1.0,38.11017239178253,0.0,0.0,0.0
3.0,1.0,25.160984958368854,0.0,0.0,7.55
3.0,0.0,23.740157641898453,0.0,0.0,8.05
3.0,1.0,17.0,0.0,0.0,8.6625
1.0,1.0,46.0,0.0,0.0,75.2417
3.0,1.0,25.1673949784217,0.0,0.0,7.75
1.0,0.0,26.0,1.0,0.0,136.7792
3.0,0.0,22.60409699370313,1.0,0.0,15.5
3.0,1.0,25.150568675782974,0.0,0.0,7.225
2.0,0.0,20.0,1.0,0.0,26.0
2.0,1.0,28.0,0.0,0.0,10.5
2.0,1.0,40.0,1.0,0.0,26.0
2.0,1.0,30.0,1.0,0.0,21.0
2.0,1.0,22.0,0.0,0.0,10.5
3.0,0.0,23.0,0.0,0.0,8.6625
3.0,1.0,0.75,1.0,1.0,13.775
3.0,0.0,23.73054261181918,0.0,0.0,7.75
3.0,0.0,9.0,1.0,1.0,15.2458
3.0,0.0,2.0,1.0,1.0,20.2125
3.0,1.0,36.0,0.0,0.0,7.25
3.0,1.0,25.15136992828958,0.0,0.0,7.25
1.0,1.0,24.0,1.0,0.0,82.2667
3.0,1.0,25.150703286204084,0.0,0.0,7.2292
3.0,1.0,25.177010008500975,0.0,0.0,8.05
1.0,1.0,39.37935636224652,0.0,0.0,39.6
3.0,0.0,30.0,0.0,0.0,6.95
3.0,1.0,25.150703286204084,0.0,0.0,7.2292
1.0,1.0,53.0,1.0,1.0,81.8583
3.0,1.0,36.0,0.0,0.0,9.5
3.0,1.0,26.0,0.0,0.0,7.8958
2.0,0.0,1.0,1.0,2.0,41.5792
3.0,1.0,22.864159444694522,2.0,0.0,21.6792
1.0,1.0,30.0,0.0,0.0,45.5
3.0,1.0,29.0,0.0,0.0,7.8542
3.0,1.0,32.0,0.0,0.0,7.775
2.0,1.0,31.99680894513391,0.0,0.0,15.0458
2.0,1.0,43.0,0.0,1.0,21.0
3.0,1.0,24.0,0.0,0.0,8.6625
3.0,0.0,23.73054261181918,0.0,0.0,7.75
1.0,0.0,64.0,1.0,1.0,26.55
1.0,1.0,30.0,1.0,2.0,151.55
3.0,1.0,0.83,0.0,1.0,9.35
1.0,1.0,55.0,1.0,1.0,93.5
3.0,0.0,45.0,1.0,0.0,14.1083
3.0,1.0,18.0,0.0,0.0,8.6625
3.0,1.0,22.0,0.0,0.0,7.225
3.0,1.0,25.16178621087546,0.0,0.0,7.575
3.0,0.0,37.0,0.0,0.0,7.75
1.0,0.0,55.0,0.0,0.0,135.6333
3.0,0.0,17.0,0.0,0.0,7.7333
1.0,1.0,57.0,1.0,0.0,146.5208
2.0,1.0,19.0,0.0,0.0,10.5
3.0,1.0,27.0,0.0,0.0,7.8542
2.0,1.0,22.0,2.0,0.0,31.5
3.0,1.0,26.0,0.0,0.0,7.775
3.0,1.0,25.0,0.0,0.0,7.2292
2.0,1.0,26.0,0.0,0.0,13.0
1.0,1.0,33.0,0.0,0.0,26.55
1.0,0.0,39.0,0.0,0.0,211.3375
3.0,1.0,23.0,0.0,0.0,7.05
2.0,0.0,12.0,2.0,1.0,39.0
1.0,1.0,46.0,0.0,0.0,79.2
2.0,1.0,29.0,1.0,0.0,26.0
2.0,1.0,21.0,0.0,0.0,13.0
2.0,0.0,48.0,0.0,2.0,36.75
1.0,1.0,39.0,0.0,0.0,29.7
3.0,1.0,25.150568675782974,0.0,0.0,7.225
3.0,0.0,19.0,1.0,1.0,15.7417
3.0,1.0,27.0,0.0,0.0,7.8958
1.0,1.0,30.0,0.0,0.0,26.0
2.0,1.0,32.0,0.0,0.0,13.0
3.0,1.0,39.0,0.0,2.0,7.2292
2.0,1.0,25.0,0.0,0.0,31.5
3.0,1.0,25.150703286204084,0.0,0.0,7.2292
2.0,1.0,18.0,0.0,0.0,10.5
3.0,1.0,32.0,0.0,0.0,7.5792
3.0,1.0,17.010732605824433,1.0,9.0,69.55
1.0,0.0,58.0,0.0,1.0,512.3292
3.0,1.0,23.03528540740102,1.0,1.0,14.5
3.0,0.0,16.0,0.0,0.0,7.65
2.0,1.0,26.0,0.0,0.0,13.0
3.0,0.0,38.0,0.0,0.0,7.2292
2.0,1.0,24.0,0.0,0.0,13.5
2.0,0.0,31.0,0.0,0.0,21.0
1.0,0.0,45.0,0.0,1.0,63.3583
2.0,1.0,25.0,0.0,0.0,10.5
2.0,1.0,18.0,0.0,0.0,73.5
2.0,1.0,49.0,1.0,2.0,65.0
3.0,0.0,0.17,1.0,2.0,20.575
1.0,1.0,50.0,0.0,0.0,26.0
1.0,0.0,59.0,2.0,0.0,51.4792
3.0,1.0,25.171535851375843,0.0,0.0,7.8792
3.0,1.0,25.1673949784217,0.0,0.0,7.75
3.0,0.0,30.0,1.0,0.0,15.55
3.0,1.0,14.5,8.0,2.0,69.55
2.0,0.0,24.0,1.0,1.0,37.0042
2.0,0.0,31.0,0.0,0.0,21.0
3.0,1.0,27.0,0.0,0.0,8.6625
1.0,0.0,25.0,1.0,0.0,55.4417
3.0,0.0,15.57388023922191,1.0,9.0,69.55
3.0,1.0,24.007562770860385,1.0,0.0,14.4583
3.0,0.0,22.0,0.0,0.0,39.6875
1.0,0.0,45.0,0.0,1.0,59.4
2.0,1.0,29.0,0.0,0.0,13.8583
2.0,1.0,21.0,1.0,0.0,11.5
1.0,0.0,31.0,0.0,0.0,134.5
1.0,1.0,49.0,0.0,0.0,0.0
2.0,1.0,44.0,0.0,0.0,13.0
1.0,0.0,54.0,1.0,1.0,81.8583
1.0,0.0,45.0,0.0,0.0,262.375
3.0,0.0,22.0,2.0,0.0,8.6625
2.0,1.0,21.0,0.0,0.0,11.5
1.0,1.0,55.0,0.0,0.0,50.0
3.0,1.0,5.0,4.0,2.0,31.3875
3.0,1.0,25.1673949784217,0.0,0.0,7.75
3.0,1.0,26.0,0.0,0.0,7.8792
3.0,0.0,23.946880788602815,0.0,0.0,14.5
3.0,0.0,19.0,1.0,0.0,16.1
2.0,1.0,31.927234587480292,0.0,0.0,12.875
2.0,0.0,24.0,1.0,2.0,65.0
3.0,1.0,24.0,0.0,0.0,7.775
2.0,1.0,57.0,0.0,0.0,13.0
3.0,1.0,21.0,0.0,0.0,7.75
3.0,1.0,6.0,3.0,1.0,21.075
1.0,1.0,23.0,0.0,0.0,93.5
1.0,0.0,51.0,0.0,1.0,39.4
3.0,1.0,13.0,0.0,2.0,20.25
2.0,1.0,47.0,0.0,0.0,10.5
3.0,1.0,29.0,3.0,1.0,22.025
1.0,0.0,18.0,1.0,0.0,60.0
3.0,1.0,24.0,0.0,0.0,7.25
1.0,0.0,48.0,1.0,1.0,79.2
3.0,1.0,22.0,0.0,0.0,7.775
3.0,1.0,31.0,0.0,0.0,7.7333
1.0,0.0,30.0,0.0,0.0,164.8667
2.0,1.0,38.0,1.0,0.0,21.0
1.0,0.0,22.0,0.0,1.0,59.4
1.0,1.0,17.0,0.0,0.0,47.1
1.0,1.0,43.0,1.0,0.0,27.7208
2.0,1.0,20.0,0.0,0.0,13.8625
2.0,1.0,23.0,1.0,0.0,10.5
1.0,1.0,50.0,1.0,1.0,211.5
3.0,0.0,23.729606748891463,0.0,0.0,7.7208
3.0,0.0,3.0,1.0,1.0,13.775
3.0,0.0,23.73054261181918,0.0,0.0,7.75
1.0,0.0,37.0,1.0,0.0,90.0
3.0,0.0,28.0,0.0,0.0,7.775
3.0,1.0,25.177010008500975,0.0,0.0,8.05
1.0,0.0,39.0,0.0,0.0,108.9
3.0,1.0,38.5,0.0,0.0,7.25
3.0,1.0,25.177010008500975,0.0,0.0,8.05
3.0,1.0,23.287144710307512,1.0,1.0,22.3583
